Código da matéria;Nome da completo matéria;Campus;Horários;Docente teoria;Docente pratica;Arquivo_Origem
DA1ESTO011-17SA;FUNDAMENTOS DE DESENHO TÉCNICO;SA;Teoria: terça das 10:00 às 12:00, semanal;LUIS ALBERTO MARTINEZ RIASCOS;-;Resultados da classificação.pdf
DA2ESTO011-17SA;FUNDAMENTOS DE DESENHO TÉCNICO;SA;Teoria: terça das 10:00 às 12:00, semanal;CRHISTIAN RAFFAELO BALDO;-;Resultados da classificação.pdf
DA1ESTI017-17SA;FUNDAMENTOS DE ELETROMAGNETISMO APLICADO;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal I; quarta das 10:00 às 12:00, semanal | Prática: segunda das 08:00 às 10:00, quinzenal II";FELIPE BELTRAN MEJIA;FELIPE BELTRAN MEJIA;Resultados da classificação.pdf
DA1ESTE018-17SA;FUNDAMENTOS DE SISTEMAS DINÂMICOS;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";JOEL DAVID MELO TRUJILLO;-;Resultados da classificação.pdf
DA1MCTD021-18SA;FUNDAMENTOS DE ÁLGEBRA;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";ELISABETE MARCON MELLO;ELISABETE MARCON MELLO;Resultados da classificação.pdf
DA1BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";CRISTIAN FAVIO COLETTI;-;Resultados da classificação.pdf
DA2BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";ICARO GONCALVES;-;Resultados da classificação.pdf
DA3BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";MAJID FORGHANI ELAHABAD;-;Resultados da classificação.pdf
DA4BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";RAFAEL RIBEIRO DIAS VILELA DE OLIVEIRA;-;Resultados da classificação.pdf
DA5BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";EDUARDO GUERON;-;Resultados da classificação.pdf
DB1BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";CRISTIAN FAVIO COLETTI;-;Resultados da classificação.pdf
DB3BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";LEONEL ZUAZNABAR MOLINER;-;Resultados da classificação.pdf
DC1BCN0402-15SA;FUNÇÕES DE UMA VARIÁVEL;SA;"Teoria: quarta das 14:00 às 16:00, semanal; sexta das 16:00 às 18:00, semanal";DANIEL MIRANDA MACHADO;-;Resultados da classificação.pdf
DA1NHBP001-23SA;FÍSICA EXPERIMENTAL I;SA;"Prática: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";-;DIOGO BURIGO ALMEIDA;Resultados da classificação.pdf
DA1BCK0103-15SA;FÍSICA QUÂNTICA;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal II; quinta das 08:00 às 10:00, semanal";ANTONIO ALVARO RANHA NEVES;-;Resultados da classificação.pdf
DA2BCK0103-15SA;FÍSICA QUÂNTICA;SA;"Teoria: segunda das 10:00 às 12:00, quinzenal II; quinta das 08:00 às 10:00, semanal";JOSE JAVIER SAEZ ACUNA;-;Resultados da classificação.pdf
DB1BCK0103-15SA;FÍSICA QUÂNTICA;SA;"Teoria: segunda das 08:00 às 10:00, quinzenal II; quinta das 10:00 às 12:00, semanal";ANTONIO ALVARO RANHA NEVES;-;Resultados da classificação.pdf
DA1NHT3013-15SA;FÍSICA TÉRMICA;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";KELLY CRISTIANE IAROSZ;-;Resultados da classificação.pdf
DA1NHBQ006-22SA;FÍSICO-QUÍMICA EXPERIMENTAL;SA;Prática: sexta das 08:00 às 12:00, semanal;-;CAMILO ANDREA ANGELUCCI;Resultados da classificação.pdf
DA1NHT1057-15SA;GENÉTICA II;SA;Teoria: segunda das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal;MARCIA APARECIDA SPERANCA;MARCIA APARECIDA SPERANCA;Resultados da classificação.pdf
DA2NHT1057-15SA;GENÉTICA II;SA;Teoria: segunda das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal;MARCIA APARECIDA SPERANCA;HANA PAULA MASUDA;Resultados da classificação.pdf
DA1NHT1030-15SA;GEOLOGIA E PALEONTOLOGIA;SA;Teoria: sexta das 08:00 às 10:00, semanal | Prática: quarta das 08:00 às 10:00, semanal;FABIANA RODRIGUES COSTA NUNES;FABIANA RODRIGUES COSTA NUNES;Resultados da classificação.pdf
DA1BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal II";SINUE DAYAN BARBERO LODOVICI;-;Resultados da classificação.pdf
DA2BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal II";EDSON RYOJI OKAMOTO IWAKI;-;Resultados da classificação.pdf
DA3BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal II";CLAUDIA CORREA DE ANDRADE OLIVEIRA;-;Resultados da classificação.pdf
DB1BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: sexta das 10:00 às 12:00, quinzenal II; quarta das 08:00 às 10:00, semanal";SINUE DAYAN BARBERO LODOVICI;-;Resultados da classificação.pdf
DB2BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, quinzenal II";EDSON RYOJI OKAMOTO IWAKI;-;Resultados da classificação.pdf
DB3BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, quinzenal II";CLAUDIA CORREA DE ANDRADE OLIVEIRA;-;Resultados da classificação.pdf
DC1BCN0404-15SA;GEOMETRIA ANALÍTICA;SA;"Teoria: quarta das 16:00 às 18:00, semanal; sexta das 14:00 às 16:00, quinzenal II";MARCIO FABIANO DA SILVA;-;Resultados da classificação.pdf
DA1MCBM005-23SA;GEOMETRIA DOS ESPAÇOS MÉTRICOS;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";ICARO GONCALVES;-;Resultados da classificação.pdf
DA1ESTU006-17SA;GEOTECNIA;SA;Teoria: segunda das 08:00 às 10:00, semanal | Prática: quarta das 10:00 às 12:00, semanal;LUCIANA MARIA FERRER;LUCIANA MARIA FERRER;Resultados da classificação.pdf
DA1ESTU007-17SA;HABITAÇÃO E ASSENTAMENTOS HUMANOS;SA;Prática: segunda das 08:00 às 12:00, semanal;PATRICIA CEZARIO SILVA;PATRICIA CEZARIO SILVA;Resultados da classificação.pdf
DA1ESAU013-23SA;HIDROLOGIA URBANA;SA;Prática: segunda das 14:00 às 18:00, semanal;MELISSA CRISTINA PEREIRA GRACIOSA;MELISSA CRISTINA PEREIRA GRACIOSA;Resultados da classificação.pdf
DA1ESTU029-17SA;HIDRÁULICA DE CONDUTOS LIVRES;SA;Teoria: segunda das 10:00 às 12:00, semanal;CAMILA CLEMENTINA ARANTES;CAMILA CLEMENTINA ARANTES;Resultados da classificação.pdf
DA1NHZ5016-15SA;HISTÓRIA DA EDUCAÇÃO;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";RAFAEL CAVA MORI;-;Resultados da classificação.pdf
DA1NHZ1031-15SA;HISTÓRIA DAS IDEIAS BIOLÓGICAS;SA;Teoria: segunda das 14:00 às 16:00, semanal;GUILHERME CUNHA RIBEIRO;-;Resultados da classificação.pdf
DA1NHZ2117-18SA;HISTÓRIA E FILOSOFIA DA BIOLOGIA;SA;Teoria: quarta das 14:00 às 18:00, semanal;CHARLES MORPHY DIAS DOS SANTOS;-;Resultados da classificação.pdf
DA1NHZ1090-15SA;IMUNOLOGIA APLICADA;SA;Teoria: quarta das 14:00 às 18:00, semanal;VINICIUS DE ANDRADE OLIVEIRA;-;Resultados da classificação.pdf
DA1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 08:00 às 10:00, semanal;-;JOSE FERNANDO QUEIRUGA REY;Resultados da classificação.pdf
DA2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 08:00 às 10:00, semanal;-;RICARDO HIDEO TANIWAKI;Resultados da classificação.pdf
DB1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quarta das 10:00 às 12:00, semanal;-;JOSE ENRIQUE EIREZ IZQUIERDO;Resultados da classificação.pdf
DB2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quarta das 10:00 às 12:00, semanal;-;AGESINALDO MATOS SILVA JUNIOR;Resultados da classificação.pdf
DC1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 10:00 às 12:00, semanal;-;KATIA FRANKLIN ALBERTIN TORRES;Resultados da classificação.pdf
DC2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 10:00 às 12:00, semanal;-;RICARDO HIDEO TANIWAKI;Resultados da classificação.pdf
DA1ESTE020-17SA;INSTALAÇÕES ELÉTRICAS II;SA;"Prática: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";-;FABIANA APARECIDA DE TOLEDO SILVA;Resultados da classificação.pdf
DA1ESZA013-17SA;INSTRUMENTAÇÃO E METROLOGIA ÓPTICA;SA;"Teoria: segunda das 16:00 às 18:00, quinzenal I; quinta das 14:00 às 16:00, semanal | Prática: segunda das 16:00 às 18:00, quinzenal II";MARCOS ROBERTO DA ROCHA GESUALDI;MARCOS ROBERTO DA ROCHA GESUALDI;Resultados da classificação.pdf
DA1MCCC008-23SA;INTELIGÊNCIA ARTIFICIAL;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";MATEUS COELHO SILVA;-;Resultados da classificação.pdf
DA1MCZA008-17SA;INTERAÇÃO HUMANO-COMPUTADOR;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";JULIANA CRISTINA BRAGA;-;Resultados da classificação.pdf
DA1BCK0104-15SA;INTERAÇÕES ATÔMICAS E MOLECULARES;SA;"Teoria: segunda das 14:00 às 16:00, semanal; quarta das 16:00 às 18:00, quinzenal I";HUEDER PAULO MOISES DE OLIVEIRA;-;Resultados da classificação.pdf
DA1NHBP014-23SA;INTRODUÇÃO A INFORMAÇÃO QUÂNTICA;SA;"Teoria: segunda das 16:00 às 18:00, semanal; quarta das 16:00 às 18:00, semanal";ROBERTO MENEZES SERRA;-;Resultados da classificação.pdf
DA1ESTE016-17SA;INTRODUÇÃO AOS SISTEMAS ELÉTRICOS DE POTÊNCIA;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";HAROLDO DE FARIA JUNIOR;-;Resultados da classificação.pdf
DA1BIN0406-15SA;INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA;SA;"Teoria: terça das 16:00 às 18:00, semanal; sexta das 14:00 às 16:00, quinzenal II";ROBERTO VENEGEROLES NASCIMENTO;-;Resultados da classificação.pdf
DA1BCN0405-15SA;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;SA;"Teoria: quarta das 14:00 às 16:00, semanal; sexta das 16:00 às 18:00, semanal";MARCIO FABIANO DA SILVA;-;Resultados da classificação.pdf
DA1NHBP015-23SA;LABORATÓRIO DE FÍSICA PARA PROBLEMAS DO COTIDIANO;SA;Prática: quinta das 14:00 às 18:00, semanal;-;ANTONIO ALVARO RANHA NEVES, JEROEN SCHOENMAKER;Resultados da classificação.pdf
DA1ESTA017-17SA;LABORATÓRIO DE MÁQUINAS ELÉTRICAS;SA;Prática: terça das 10:00 às 12:00, semanal;-;JOSE ALBERTO TORRICO ALTUNA;Resultados da classificação.pdf
DB1ESTA017-17SA;LABORATÓRIO DE MÁQUINAS ELÉTRICAS;SA;Prática: sexta das 08:00 às 10:00, semanal;-;JOSE ALBERTO TORRICO ALTUNA;Resultados da classificação.pdf
DA1ESTE026-17SA;LABORATÓRIO DE MÁQUINAS TÉRMICAS E HIDRÁULICAS;SA;Prática: quarta das 08:00 às 10:00, semanal;-;ANA MARIA PEREIRA NETO;Resultados da classificação.pdf
DA1NHZ1095-19SA;LIVRO DIDÁTICO NO ENSINO DE CONHECIMENTOS BIOLÓGICOS;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";FERNANDA FRANZOLIN;FERNANDA FRANZOLIN;Resultados da classificação.pdf
DA1ESZU013-17SA;LOGÍSTICA E MEIO AMBIENTE;SA;Teoria: sexta das 10:00 às 12:00, semanal;HUMBERTO DE PAIVA JUNIOR;-;Resultados da classificação.pdf
DA1ESIR002-23SA;LÓGICA PROGRAMÁVEL;SA;Teoria: terça das 08:00 às 10:00, semanal | Prática: quinta das 10:00 às 12:00, semanal;RODRIGO REINA MUNOZ;RODRIGO REINA MUNOZ;Resultados da classificação.pdf
DA1ESTM008-17SA;MATERIAIS COMPÓSITOS;SA;"Teoria: sexta das 10:00 às 12:00, quinzenal I; quarta das 08:00 às 10:00, semanal | Prática: sexta das 10:00 às 12:00, quinzenal II";MARCIO LUIZ DOS SANTOS;MARCIO LUIZ DOS SANTOS;Resultados da classificação.pdf
DA1ESTO006-17SA;MATERIAIS E SUAS PROPRIEDADES;SA;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 10:00 às 12:00, semanal";RENATA AYRES ROCHA;RENATA AYRES ROCHA;Resultados da classificação.pdf
DA2ESTO006-17SA;MATERIAIS E SUAS PROPRIEDADES;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";LIGIA PASSOS MAIA OBI;LIGIA PASSOS MAIA OBI;Resultados da classificação.pdf
DA1ESZM030-17SA;MATERIAIS NANOESTRUTURADOS;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";ALEXANDRE JOSE DE CASTRO LANFREDI;-;Resultados da classificação.pdf
DA1ESZM021-17SA;MATÉRIAS PRIMAS CERÂMICAS;SA;"Teoria: terça das 17:00 às 19:00, semanal; quinta das 17:00 às 19:00, semanal";RENATA AYRES ROCHA;-;Resultados da classificação.pdf
DA1NHT4024-15SA;MECANISMOS DE REAÇÕES ORGÂNICAS;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";CELIO FERNANDO FIGUEIREDO ANGOLINI;-;Resultados da classificação.pdf
DA1ESTO008-17SA;MECÂNICA DOS SÓLIDOS I;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";RENATO ALTOBELLI ANTUNES;RENATO ALTOBELLI ANTUNES;Resultados da classificação.pdf
DA1NHBP006-23SA;MECÂNICA ESTATÍSTICA II;SA;"Teoria: terça das 14:00 às 16:00, semanal; quinta das 16:00 às 18:00, semanal";VILSON TONIN ZANCHIN;-;Resultados da classificação.pdf
DA1NHBP007-23SA;MECÂNICA QUÂNTICA I;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";FERNANDO LUIS DA SILVA SEMIAO;-;Resultados da classificação.pdf
DA1NHBP009-23SA;MECÂNICA QUÂNTICA IV;SA;"Teoria: quinta das 14:00 às 16:00, semanal; terça das 16:00 às 18:00, semanal";FAGNER MURUCI DE PAULA;-;Resultados da classificação.pdf
DA1MCBD003-23SA;METODOLOGIA DE PESQUISA EM CIÊNCIA DE DADOS;SA;"Teoria: terça das 17:00 às 19:00, semanal; quinta das 17:00 às 19:00, semanal";MARIANA SACRINI AYRES FERRAZ;-;Resultados da classificação.pdf
DA1LIE0001-19SA;METODOLOGIAS DE PESQUISA EM EDUCAÇÃO;SA;Teoria: terça das 08:00 às 10:00, semanal;SIMONE DO NASCIMENTO NOGUEIRA;-;Resultados da classificação.pdf
DA1NHT1056-15SA;MICROBIOLOGIA;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal | Prática: sexta das 10:00 às 12:00, semanal";LIVIA SENO FERREIRA CAMARGO;LIVIA SENO FERREIRA CAMARGO;Resultados da classificação.pdf
DA2NHT1056-15SA;MICROBIOLOGIA;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal | Prática: sexta das 10:00 às 12:00, semanal";LIVIA SENO FERREIRA CAMARGO;MARIA CRISTINA CARLAN DA SILVA;Resultados da classificação.pdf
DA1MCZA015-13SA;MINERAÇÃO DE DADOS;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: terça das 10:00 às 12:00, quinzenal II";CARLOS DA SILVA DOS SANTOS;CARLOS DA SILVA DOS SANTOS;Resultados da classificação.pdf
DA2MCZA015-13SA;MINERAÇÃO DE DADOS;SA;"Teoria: terça das 10:00 às 12:00, quinzenal I; sexta das 08:00 às 10:00, semanal | Prática: terça das 08:00 às 10:00, quinzenal II";CARLOS DA SILVA DOS SANTOS;CARLOS DA SILVA DOS SANTOS;Resultados da classificação.pdf
DI1MCZA015-13SA;MINERAÇÃO DE DADOS;SA;"Prática: terça das 16:00 às 18:00, semanal; quinta das 14:00 às 16:00, semanal";JOAO MARCELO BOROVINA JOSKO;JOAO MARCELO BOROVINA JOSKO;Resultados da classificação.pdf
DA1MCCC012-23SA;MODELAGEM DE BANCO DE DADOS;SA;"Teoria: quinta das 10:00 às 12:00, semanal; terça das 08:00 às 10:00, semanal";JOAO MARCELO BOROVINA JOSKO;-;Resultados da classificação.pdf
DA1ESTA020-17SA;MODELAGEM E CONTROLE;SA;Teoria: terça das 10:00 às 12:00, semanal;ROBERTO LUIZ DA CUNHA BARROSO RAMOS;-;Resultados da classificação.pdf
DA1NHT1060-15SA;MORFOFISIOLOGIA HUMANA III;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 08:00 às 10:00, semanal | Prática: quinta das 10:00 às 12:00, semanal";JOSE MARCOS SANCHES JUNIOR;JOSE MARCOS SANCHES JUNIOR;Resultados da classificação.pdf
DA1ESTA016-17SA;MÁQUINAS ELÉTRICAS;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";JULIO CARLOS TEIXEIRA;-;Resultados da classificação.pdf
DA1BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";RENZO GONZALO GOMEZ DIAZ;-;Resultados da classificação.pdf
DA2BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";JOSE ARTUR QUILICI GONZALEZ;-;Resultados da classificação.pdf
DA3BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";KENJI NOSE FILHO;-;Resultados da classificação.pdf
DA4BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";SANDRO MARCIO DA SILVA PRETO;-;Resultados da classificação.pdf
DB1BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, quinzenal I";RENZO GONZALO GOMEZ DIAZ;-;Resultados da classificação.pdf
DB3BCM0504-15SA;NATUREZA DA INFORMAÇÃO;SA;"Teoria: terça das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, quinzenal I";KENJI NOSE FILHO;-;Resultados da classificação.pdf
DA1NHZ3043-15SA;NOÇÕES DE ASTRONOMIA E COSMOLOGIA;SA;"Teoria: segunda das 14:00 às 16:00, semanal; quarta das 16:00 às 18:00, semanal";MARTIN GUSTAVO RICHARTE;-;Resultados da classificação.pdf
DA1MCBM007-23SA;NÚMEROS REAIS E SEQUÊNCIAS;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";JEFERSON CASSIANO;-;Resultados da classificação.pdf
DA1MCCC013-23SA;OTIMIZAÇÃO LINEAR;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";SAUL DE CASTRO LEITE;-;Resultados da classificação.pdf
DA1MCZB026-13SA;PERCOLAÇÃO;SA;"Teoria: segunda das 16:00 às 18:00, semanal; quarta das 16:00 às 18:00, semanal";RAFAEL DE MATTOS GRISI;-;Resultados da classificação.pdf
DA1ESTU011-17SA;PLANEJAMENTO URBANO E METROPOLITANO;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";RENATA MARIA PINTO MOREIRA;RENATA MARIA PINTO MOREIRA;Resultados da classificação.pdf
DA1NHBQ022-22SA;POLÍMEROS: SÍNTESE, CARACTERIZAÇÃO E PROCESSOS;SA;"Teoria: segunda das 16:00 às 18:00, semanal; quarta das 16:00 às 18:00, semanal | Prática: terça das 16:00 às 18:00, semanal";MARCIA APARECIDA DA SILVA SPINACE;MARCIA APARECIDA DA SILVA SPINACE;Resultados da classificação.pdf
DA1NHI5011-13SA;POLÍTICAS EDUCACIONAIS;SA;"Teoria: quarta das 08:00 às 10:00, quinzenal I; sexta das 10:00 às 12:00, semanal";RAFAELA VALERO DA SILVA;-;Resultados da classificação.pdf
DA2NHI5011-13SA;POLÍTICAS EDUCACIONAIS;SA;"Teoria: quarta das 08:00 às 10:00, quinzenal I; sexta das 10:00 às 12:00, semanal";RENATA RIBEIRO FRANCISCO;-;Resultados da classificação.pdf
DA1ESTO012-17SA;PRINCÍPIOS DE ADMINISTRAÇÃO;SA;Teoria: quinta das 08:00 às 10:00, semanal;PATRICIA MORILHA MURITIBA;-;Resultados da classificação.pdf
DB1ESTO012-17SA;PRINCÍPIOS DE ADMINISTRAÇÃO;SA;Teoria: terça das 10:00 às 12:00, semanal;SILVIA NOVAES ZILBER TURRI;-;Resultados da classificação.pdf
DC1ESTO012-17SA;PRINCÍPIOS DE ADMINISTRAÇÃO;SA;Teoria: terça das 08:00 às 10:00, semanal;SILVIA NOVAES ZILBER TURRI;-;Resultados da classificação.pdf
DA1NHT3049-15SA;PRINCÍPIOS DE TERMODINÂMICA;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";ALEXSANDRE FIGUEIREDO LAGO;-;Resultados da classificação.pdf
DA1MCTB021-17SA;PROBABILIDADE;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";LEONEL ZUAZNABAR MOLINER;-;Resultados da classificação.pdf
DA1ESZM037-17SA;PROCESSAMENTO DE POLÍMEROS;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, quinzenal II | Prática: quarta das 10:00 às 12:00, quinzenal I";SUEL ERIC VIDOTTI;SUEL ERIC VIDOTTI;Resultados da classificação.pdf
DA1ESZM041-17SA;PROCESSAMENTO E CONFORMAÇÃO DE METAIS II;SA;"Teoria: quarta das 17:00 às 19:00, semanal; sexta das 17:00 às 19:00, quinzenal I | Prática: sexta das 17:00 às 19:00, quinzenal II";ALEJANDRO ANDRES ZUNIGA PAEZ;ALEJANDRO ANDRES ZUNIGA PAEZ;Resultados da classificação.pdf
DA1NHZ4035-15SA;PROCESSOS INDUSTRIAIS ORGÂNICOS E INORGÂNICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";ELIZABETE CAMPOS DE LIMA;-;Resultados da classificação.pdf
DA1MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: terça das 10:00 às 12:00, semanal | Prática: sexta das 08:00 às 10:00, semanal;ROBERTO SADAO YOKOYAMA;ROBERTO SADAO YOKOYAMA;Resultados da classificação.pdf
DA2MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: terça das 10:00 às 12:00, semanal | Prática: sexta das 08:00 às 10:00, semanal;ROBERTO SADAO YOKOYAMA;LUNEQUE DEL RIO DE SOUZA E SILVA JUNIOR;Resultados da classificação.pdf
DB1MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: sexta das 08:00 às 10:00, semanal | Prática: terça das 10:00 às 12:00, semanal;SUZANA DE SIQUEIRA SANTOS;SUZANA DE SIQUEIRA SANTOS;Resultados da classificação.pdf
DB2MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: sexta das 08:00 às 10:00, semanal | Prática: terça das 08:00 às 10:00, semanal;SUZANA DE SIQUEIRA SANTOS;SUZANA DE SIQUEIRA SANTOS;Resultados da classificação.pdf
DB3MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: sexta das 08:00 às 10:00, semanal | Prática: terça das 10:00 às 12:00, semanal;DIOGO SANTANA MARTINS;DIOGO SANTANA MARTINS;Resultados da classificação.pdf
DB4MCTA028-15SA;PROGRAMAÇÃO ESTRUTURADA;SA;Teoria: sexta das 08:00 às 10:00, semanal | Prática: terça das 08:00 às 10:00, semanal;DIOGO SANTANA MARTINS;DIOGO SANTANA MARTINS;Resultados da classificação.pdf
DB1ESTA019-17SA;PROJETO ASSISTIDO POR COMPUTADOR;SA;Prática: terça das 08:00 às 10:00, semanal;-;CRHISTIAN RAFFAELO BALDO;Resultados da classificação.pdf
DA1BCS0002-25SA;PROJETO DIRIGIDO;SA;Teoria: segunda das 08:00 às 10:00, semanal;-;MATHEUS FORTES SANTOS;Resultados da classificação.pdf
DA2BCS0002-25SA;PROJETO DIRIGIDO;SA;Teoria: segunda das 08:00 às 10:00, semanal;-;MAURO COELHO DOS SANTOS;Resultados da classificação.pdf
DB1BCS0002-25SA;PROJETO DIRIGIDO;SA;Teoria: segunda das 10:00 às 12:00, semanal;-;MARIA CRISTINA CARLAN DA SILVA;Resultados da classificação.pdf
DB2BCS0002-25SA;PROJETO DIRIGIDO;SA;Teoria: segunda das 10:00 às 12:00, semanal;-;CRISTIANE OTERO REIS SALUM;Resultados da classificação.pdf
