Código da matéria;Nome da completo matéria;Campus;Horários;Docente teoria;Docente pratica;Arquivo_Origem
NA1ESTU029-17SA;HIDRÁULICA DE CONDUTOS LIVRES;SA;Teoria: segunda das 21:00 às 23:00, semanal;CAMILA CLEMENTINA ARANTES;CAMILA CLEMENTINA ARANTES;Resultados da classificação_.pdf
NB2ESTU029-17SA;HIDRÁULICA DE CONDUTOS LIVRES;SA;Teoria: segunda das 21:00 às 23:00, semanal;MELISSA CRISTINA PEREIRA GRACIOSA;MELISSA CRISTINA PEREIRA GRACIOSA;Resultados da classificação_.pdf
NA1ESZU029-17SA;HISTÓRIA DA CIDADE E DO URBANISMO;SA;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";GILSON LAMEIRA DE LIMA;-;Resultados da classificação_.pdf
NA1NHZ5016-15SA;HISTÓRIA DA EDUCAÇÃO;SA;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";BRENO ARSIOLI MOURA;-;Resultados da classificação_.pdf
NA1NHZ4080-20SA;HISTÓRIA DA QUÍMICA;SA;Teoria: quinta das 19:00 às 21:00, semanal;GUSTAVO MORARI DO NASCIMENTO;-;Resultados da classificação_.pdf
NA1ESZI027-17SA;INFORMAÇÃO E SOCIEDADE;SA;Teoria: quarta das 19:00 às 21:00, semanal;MARCO AURELIO CAZAROTTO GOMES;-;Resultados da classificação_.pdf
NA1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 19:00 às 21:00, semanal;-;JOSE FERNANDO QUEIRUGA REY;Resultados da classificação_.pdf
NA2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 19:00 às 21:00, semanal;-;CAMILA CLEMENTINA ARANTES;Resultados da classificação_.pdf
NB1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quarta das 21:00 às 23:00, semanal;-;ELVIRA RAFIKOVA;Resultados da classificação_.pdf
NB2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quarta das 21:00 às 23:00, semanal;-;THAIS HELENA SAMED E SOUSA;Resultados da classificação_.pdf
NC1ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 21:00 às 23:00, semanal;-;KATIA FRANKLIN ALBERTIN TORRES;Resultados da classificação_.pdf
NC2ESMA002-23SA;INOVAÇÕES PARA ENGENHARIA;SA;Prática: quinta das 21:00 às 23:00, semanal;-;FRANCISCO DE ASSIS COMARU;Resultados da classificação_.pdf
NA1ESTE019-17SA;INSTALAÇÕES ELÉTRICAS I;SA;"Prática: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";-;FABIANA APARECIDA DE TOLEDO SILVA;Resultados da classificação_.pdf
NA2ESTE019-17SA;INSTALAÇÕES ELÉTRICAS I;SA;"Prática: sexta das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, semanal";-;PATRICIA TEIXEIRA LEITE ASANO;Resultados da classificação_.pdf
NE1ESZR007-21SB;A QUESTÃO NUCLEAR NAS RELAÇÕES INTERNACIONAIS;SB;"Prática: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";ELIAS DAVID MORALES MARTINEZ;-;Resultados da classificação___.pdf
NA1ESTS012-17SB;AEROELASTICIDADE;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";CESAR MONZU FREIRE;-;Resultados da classificação___.pdf
NA1ESZS002-17SB;AERONÁUTICA II;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, quinzenal I | Prática: quinta das 19:00 às 21:00, quinzenal II";FERNANDO MADEIRA;FERNANDO MADEIRA;Resultados da classificação___.pdf
NA1NHLH001-24SB;ANTIGUIDADES E USOS DO PASSADO;SB;"Teoria: sexta das 19:00 às 21:00, semanal; terça das 21:00 às 23:00, semanal";JULIANA CALDEIRA MONZANI;-;Resultados da classificação___.pdf
NA1ESTB029-17SB;ANÁLISE E CONTROLE DE SISTEMAS MECÂNICOS;SB;Teoria: terça das 19:00 às 21:00, semanal | Prática: quinta das 21:00 às 23:00, semanal;WAGNER SHIN NISHITANI;WAGNER SHIN NISHITANI;Resultados da classificação___.pdf
NA1ESHT001-17SB;ARRANJOS INSTITUCIONAIS E MARCO REGULATÓRIO DO TERRITÓRIO;SB;Teoria: segunda das 19:00 às 21:00, semanal;MARIANA MENZIO;-;Resultados da classificação___.pdf
NA1ESHR018-21SB;ATORES NÃO ESTATAIS E AS RELAÇÕES INTERNACIONAIS;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";BARBARA ILZE SEMENSATO;-;Resultados da classificação___.pdf
NA1ESHP031-22SB;AVALIAÇÃO E MONITORAMENTO DE POLÍTICAS PÚBLICAS;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";ROBERTA GUIMARAES PERES;ROBERTA GUIMARAES PERES;Resultados da classificação___.pdf
NA1BIS0005-15SB;BASES COMPUTACIONAIS DA CIÊNCIA;SB;Prática: segunda das 19:00 às 21:00, semanal;-;GUIOU KOBAYASHI;Resultados da classificação___.pdf
NA2BIS0005-15SB;BASES COMPUTACIONAIS DA CIÊNCIA;SB;Prática: segunda das 19:00 às 21:00, semanal;-;WAGNER TANAKA BOTELHO;Resultados da classificação___.pdf
NA1BIR0004-15SB;BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal II";WILLIAM JOSE STEINLE;-;Resultados da classificação___.pdf
NB1BIR0004-15SB;BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, quinzenal II";WILLIAM JOSE STEINLE;-;Resultados da classificação___.pdf
NA1BIS0003-15SB;BASES MATEMÁTICAS;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";OLGA LOGACHEVA;-;Resultados da classificação___.pdf
NB1BIS0003-15SB;BASES MATEMÁTICAS;SB;"Teoria: terça das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";PEDRO LAURIDSEN RIBEIRO;-;Resultados da classificação___.pdf
NA1BCL0306-15SB;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SB;"Teoria: terça das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";FERNANDO ZANIOLO GIBRAN;-;Resultados da classificação___.pdf
NA2BCL0306-15SB;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SB;"Teoria: terça das 19:00 às 21:00, quinzenal I; quinta das 21:00 às 23:00, semanal";CIBELE BIONDO;-;Resultados da classificação___.pdf
NB1BCL0306-15SB;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SB;"Teoria: terça das 21:00 às 23:00, quinzenal I; quinta das 19:00 às 21:00, semanal";FERNANDO ZANIOLO GIBRAN;-;Resultados da classificação___.pdf
NB2BCL0306-15SB;BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE;SB;"Teoria: terça das 21:00 às 23:00, quinzenal I; quinta das 19:00 às 21:00, semanal";CIBELE BIONDO;-;Resultados da classificação___.pdf
NA1ESBM001-23SB;BIOMECÂNICA I;SB;"Prática: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";-;RENATO NAVILLE WATANABE;Resultados da classificação___.pdf
NA1BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 21:00 às 23:00, quinzenal I; sexta das 21:00 às 23:00, semanal | Prática: quarta das 19:00 às 21:00, semanal";ALVARO TAKEO OMORI;ARTUR FRANZ KEPPLER;Resultados da classificação___.pdf
NA2BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 21:00 às 23:00, quinzenal I; sexta das 21:00 às 23:00, semanal | Prática: quarta das 19:00 às 21:00, semanal";ALVARO TAKEO OMORI;FULVIO RIELI MENDES;Resultados da classificação___.pdf
NA3BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 21:00 às 23:00, quinzenal I; sexta das 21:00 às 23:00, semanal | Prática: quarta das 19:00 às 21:00, semanal";ALVARO TAKEO OMORI;SERGIO DAISHI SASAKI;Resultados da classificação___.pdf
NB1BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 19:00 às 21:00, quinzenal I; sexta das 19:00 às 21:00, semanal | Prática: quarta das 21:00 às 23:00, semanal";CESAR AUGUSTO JOAO RIBEIRO;SERGIO DAISHI SASAKI;Resultados da classificação___.pdf
NB2BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 19:00 às 21:00, quinzenal I; sexta das 19:00 às 21:00, semanal | Prática: quarta das 21:00 às 23:00, semanal";CESAR AUGUSTO JOAO RIBEIRO;FULVIO RIELI MENDES;Resultados da classificação___.pdf
NB3BCL0308-15SB;BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS;SB;"Teoria: segunda das 19:00 às 21:00, quinzenal I; sexta das 19:00 às 21:00, semanal | Prática: quarta das 21:00 às 23:00, semanal";CESAR AUGUSTO JOAO RIBEIRO;ARTUR FRANZ KEPPLER;Resultados da classificação___.pdf
NA1LHZ0005-19SB;BRASIL INDEPENDENTE;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";JONATAS ROQUE RIBEIRO;-;Resultados da classificação___.pdf
NA1NHLH002-24SB;BRASIL REPUBLICANO: DA TRANSIÇÃO MONARQUIA-REPÚBLICA AO ESTADO NOVO;SB;Teoria: quarta das 19:00 às 21:00, semanal;MARIA CLARA SPADA DE CASTRO;-;Resultados da classificação___.pdf
NA1ESHP004-13SB;CIDADANIA, DIREITOS E DESIGUALDADES;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";WILSON MESQUITA DE ALMEIDA;-;Resultados da classificação___.pdf
NA1ESTA002-17SB;CIRCUITOS ELÉTRICOS I;SB;"Teoria: segunda das 18:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal I | Prática: quarta das 21:00 às 23:00, quinzenal II";FERNANDO SILVA DE MOURA;FERNANDO SILVA DE MOURA;Resultados da classificação___.pdf
NA1BIR0603-15SB;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal II";ANGELO MARCOS QUEIROZ PRATES;-;Resultados da classificação___.pdf
NA2BIR0603-15SB;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal II";VITOR VIEIRA VASCONCELOS;-;Resultados da classificação___.pdf
NB1BIR0603-15SB;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, quinzenal II";ANGELO MARCOS QUEIROZ PRATES;-;Resultados da classificação___.pdf
NB2BIR0603-15SB;CIÊNCIA, TECNOLOGIA E SOCIEDADE;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, quinzenal II";MARIANA MENZIO;-;Resultados da classificação___.pdf
NA1ESTS015-17SB;COMBUSTÃO I;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";FABIO ANTONIO DA SILVA MOTA;FABIO ANTONIO DA SILVA MOTA;Resultados da classificação___.pdf
NA1ESBM003-23SB;COMPUTAÇÃO CIENTÍFICA APLICADA A PROBLEMAS BIOLÓGICOS;SB;"Prática: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";-;RENATO NAVILLE WATANABE;Resultados da classificação___.pdf
NA2ESBM003-23SB;COMPUTAÇÃO CIENTÍFICA APLICADA A PROBLEMAS BIOLÓGICOS;SB;"Prática: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";-;FERNANDO SILVA DE MOURA;Resultados da classificação___.pdf
NA1MCTC007-20SB;COMUNICAÇÃO CIENTÍFICA;SB;Teoria: quinta das 19:00 às 21:00, semanal;JESSICA BEZERRA SANTIAGO;-;Resultados da classificação___.pdf
NA1BCM0506-15SB;COMUNICAÇÃO E REDES;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal I";DAVID CORREA MARTINS JUNIOR;-;Resultados da classificação___.pdf
NA1ESHC002-17SB;CONTABILIDADE BÁSICA;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";RICARDO BUSCARIOLLI PEREIRA;-;Resultados da classificação___.pdf
NA1ESHP022-14SB;CULTURA POLÍTICA;SB;"Teoria: sexta das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, semanal";SERGIO AMADEU DA SILVEIRA;-;Resultados da classificação___.pdf
NA1MCTB009-17SB;CÁLCULO NUMÉRICO;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";RAFAEL SANTOS DE OLIVEIRA ALVES;-;Resultados da classificação___.pdf
NA1ESHT003-17SB;DEMOGRAFIA;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";LEONARDO FREIRE DE MELLO;-;Resultados da classificação___.pdf
NA1ESAE002-23SB;DESENHO UNIVERSAL E TECNOLOGIA ASSISTIVA;SB;Teoria: quarta das 21:00 às 23:00, semanal;CESAR MONZU FREIRE;-;Resultados da classificação___.pdf
NA1ESHC003-17SB;DESENVOLVIMENTO SOCIOECONÔMICO;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";VITOR EDUARDO SCHINCARIOL;-;Resultados da classificação___.pdf
NA1ESTS001-17SB;DINÂMICA I;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";CARLOS RENATO HUAURA SOLORZANO;-;Resultados da classificação___.pdf
NA1ESZS029-17SB;DINÂMICA ORBITAL;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";CLAUDIA CELESTE CELESTINO DE PAULA SANTOS;-;Resultados da classificação___.pdf
NA1ESHP013-22SB;DIREITO CONSTITUCIONAL;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";GISELE MASCARELLI SALGADO;-;Resultados da classificação___.pdf
NA1NHZ2116-18SB;DISCUSSÕES ATUAIS EM FILOSOFIA DA CIÊNCIA;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";PEDRO BRAVO DE SOUZA;-;Resultados da classificação___.pdf
NA1ESTA001-17SB;DISPOSITIVOS ELETRÔNICOS;SB;Teoria: terça das 18:00 às 21:00, semanal | Prática: quinta das 21:00 às 23:00, semanal;ANDERSON GABRIEL SANTIAGO CRAVO;ANDERSON GABRIEL SANTIAGO CRAVO;Resultados da classificação___.pdf
NA1ESHC035-21SB;ECONOMETRIA I;SB;"Prática: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";SAMUEL SOLGON SANTOS;SAMUEL SOLGON SANTOS;Resultados da classificação___.pdf
NA2ESHC035-21SB;ECONOMETRIA I;SB;"Prática: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";THIAGO FONSECA MORELLO RAMALHO DA SILVA;THIAGO FONSECA MORELLO RAMALHO DA SILVA;Resultados da classificação___.pdf
NA1ESHC007-21SB;ECONOMIA BRASILEIRA I;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";MARCELO MILAN;-;Resultados da classificação___.pdf
NA1ESTG003-17SB;ECONOMIA DE EMPRESAS;SB;Teoria: quinta das 19:00 às 21:00, semanal;OSMAR DOMINGUES;-;Resultados da classificação___.pdf
NA1ESHC034-21SB;ECONOMIA DO MEIO AMBIENTE;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";MONICA YUKIE KUWAHARA;-;Resultados da classificação___.pdf
NA1ESHT005-17SB;ECONOMIA DO TERRITÓRIO;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";MARCOS BARCELLOS DE SOUZA;-;Resultados da classificação___.pdf
NA1ESHR003-21SB;ECONOMIA POLÍTICA INTERNACIONAL DA SEGURANÇA ALIMENTAR;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";ANDREA SANTOS BACA;-;Resultados da classificação___.pdf
NA1ESZG013-17SB;EMPREENDEDORISMO;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";ANNE CRISTINE CHINELLATO;ANNE CRISTINE CHINELLATO;Resultados da classificação___.pdf
NA1ESGE006-23SB;ENGENHARIA DE SEGURANÇA DO TRABALHO: ERGONOMIA;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";GISELLE RAMIREZ CANEDO;-;Resultados da classificação___.pdf
NA1ESTG005-17SB;ENGENHARIA ECONÔMICA APLICADA A SISTEMAS DE GESTÃO;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";RICARDO REOLON JORGE;-;Resultados da classificação___.pdf
NA1ESTG007-17SB;ENGENHARIA LOGÍSTICA;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";LUIS HENRIQUE RODRIGUES;LUIS HENRIQUE RODRIGUES;Resultados da classificação___.pdf
NA1ESBM016-25SB;ERGONOMIA;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, quinzenal I | Prática: sexta das 21:00 às 23:00, quinzenal II";REGINALDO KISHO FUKUCHI;REGINALDO KISHO FUKUCHI;Resultados da classificação___.pdf
NA1BHO0101-15SB;ESTADO E RELAÇÕES DE PODER;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";TIAGO BRANDAO MASCARENHAS DE AZEVEDO;-;Resultados da classificação___.pdf
NB1BHO0101-15SB;ESTADO E RELAÇÕES DE PODER;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";TIAGO BRANDAO MASCARENHAS DE AZEVEDO;-;Resultados da classificação___.pdf
NA1BIK0102-15SB;ESTRUTURA DA MATÉRIA;SB;"Teoria: terça das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, quinzenal I";KLAUS WERNER CAPELLE;-;Resultados da classificação___.pdf
NA1BIQ0602-15SB;ESTRUTURA E DINÂMICA SOCIAL;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, quinzenal II";RAMATIS JACINO;-;Resultados da classificação___.pdf
NB1BIQ0602-15SB;ESTRUTURA E DINÂMICA SOCIAL;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quarta das 19:00 às 21:00, quinzenal II";RAMATIS JACINO;-;Resultados da classificação___.pdf
NA1ESHT007-17SB;ESTUDOS DO MEIO FÍSICO;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";CHRISTIAN RICARDO RIBEIRO;-;Resultados da classificação___.pdf
NA1ESHR030-21SB;ESTUDOS ESTRATÉGICOS E DEFESA;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";FLAVIO ROCHA DE OLIVEIRA;-;Resultados da classificação___.pdf
NA1BIL0304-15SB;EVOLUÇÃO E DIVERSIFICAÇÃO DA VIDA NA TERRA;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, quinzenal I";RICARDO AUGUSTO LOMBELLO;-;Resultados da classificação___.pdf
NA1NHH2012-13SB;FENOMENOLOGIA E FILOSOFIA HERMENÊUTICA;SB;"Prática: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";JOSE LUIZ BASTOS NEVES;-;Resultados da classificação___.pdf
NA1ESTO016-17SB;FENÔMENOS DE TRANSPORTE;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";JOAO LAMEU DA SILVA JUNIOR;-;Resultados da classificação___.pdf
NA1BCJ0203-15SB;FENÔMENOS ELETROMAGNÉTICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: quinta das 21:00 às 23:00, quinzenal I";REINALDO LUIZ CAVASSO FILHO;REINALDO LUIZ CAVASSO FILHO;Resultados da classificação___.pdf
NA2BCJ0203-15SB;FENÔMENOS ELETROMAGNÉTICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: quinta das 21:00 às 23:00, quinzenal II";REINALDO LUIZ CAVASSO FILHO;REINALDO LUIZ CAVASSO FILHO;Resultados da classificação___.pdf
NB1BCJ0203-15SB;FENÔMENOS ELETROMAGNÉTICOS;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal | Prática: quinta das 19:00 às 21:00, quinzenal I";KLAUS WERNER CAPELLE;KLAUS WERNER CAPELLE;Resultados da classificação___.pdf
NA1BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: segunda das 19:00 às 21:00, quinzenal I";ADRIANO LANA CHERCHIGLIA;ADRIANO LANA CHERCHIGLIA;Resultados da classificação___.pdf
NA2BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: segunda das 19:00 às 21:00, quinzenal II";ADRIANO LANA CHERCHIGLIA;ADRIANO LANA CHERCHIGLIA;Resultados da classificação___.pdf
NA3BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: segunda das 19:00 às 21:00, quinzenal I";ADRIANO LANA CHERCHIGLIA;HERCULANO DA SILVA MARTINHO;Resultados da classificação___.pdf
NA4BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: segunda das 19:00 às 21:00, quinzenal II";LETICIE MENDONCA FERREIRA;LETICIE MENDONCA FERREIRA;Resultados da classificação___.pdf
NA5BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal | Prática: segunda das 19:00 às 21:00, quinzenal I";LETICIE MENDONCA FERREIRA;LETICIE MENDONCA FERREIRA;Resultados da classificação___.pdf
NB1BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal | Prática: segunda das 21:00 às 23:00, quinzenal I";LUIZ AUGUSTO STUANI PEREIRA;LUIZ AUGUSTO STUANI PEREIRA;Resultados da classificação___.pdf
NB2BCJ0204-15SB;FENÔMENOS MECÂNICOS;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal | Prática: segunda das 21:00 às 23:00, quinzenal II";LUIZ AUGUSTO STUANI PEREIRA;LUIZ AUGUSTO STUANI PEREIRA;Resultados da classificação___.pdf
NA1NHH2085-16SB;FILOSOFIA DA ARTE;SB;"Teoria: terça das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";MARINE DE SOUZA PEREIRA;-;Resultados da classificação___.pdf
NA1NHH2028-13SB;FILOSOFIA POLÍTICA;SB;"Teoria: terça das 19:00 às 21:00, semanal; quinta das 21:00 às 23:00, semanal";MIRIAM MESQUITA SAMPAIO DE MADUREIRA;-;Resultados da classificação___.pdf
NA1ESHC016-17SB;FINANÇAS CORPORATIVAS;SB;"Teoria: sexta das 19:00 às 21:00, semanal; terça das 21:00 às 23:00, semanal";ANDERSON LUIS SABER CAMPOS;-;Resultados da classificação___.pdf
NA1BHO1335-15SB;FORMAÇÃO DO SISTEMA INTERNACIONAL;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";MARCELINO TEIXEIRA LISBOA;-;Resultados da classificação___.pdf
NB1BHO1335-15SB;FORMAÇÃO DO SISTEMA INTERNACIONAL;SB;"Teoria: quarta das 21:00 às 23:00, semanal; sexta das 19:00 às 21:00, semanal";MARCELINO TEIXEIRA LISBOA;-;Resultados da classificação___.pdf
NA1ESHR006-13SB;FORMAÇÃO HISTÓRICA DA AMÉRICA LATINA;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, semanal";IGOR FUSER;-;Resultados da classificação___.pdf
NI1ESHR006-13SB;FORMAÇÃO HISTÓRICA DA AMÉRICA LATINA;SB;"Teoria: segunda das 19:00 às 21:00, semanal; quarta das 21:00 às 23:00, semanal";JANA KAREN SILVERMAN;-;Resultados da classificação___.pdf
NA1ESTO011-17SB;FUNDAMENTOS DE DESENHO TÉCNICO;SB;Teoria: terça das 21:00 às 23:00, semanal;MARCOS VIDO;-;Resultados da classificação___.pdf
NA1ESTB022-17SB;FUNDAMENTOS DE ELETRÔNICA ANALÓGICA E DIGITAL;SB;"Teoria: segunda das 21:00 às 23:00, semanal; quinta das 19:00 às 21:00, quinzenal I | Prática: quinta das 19:00 às 21:00, quinzenal II";ERICK DARIO LEON BUENO DE CAMARGO;ERICK DARIO LEON BUENO DE CAMARGO;Resultados da classificação___.pdf
NB1ESTB022-17SB;FUNDAMENTOS DE ELETRÔNICA ANALÓGICA E DIGITAL;SB;"Teoria: quinta das 19:00 às 21:00, quinzenal II; segunda das 21:00 às 23:00, semanal | Prática: quinta das 19:00 às 21:00, quinzenal I";FERNANDO SILVA DE MOURA;FERNANDO SILVA DE MOURA;Resultados da classificação___.pdf
NA1ESBM005-23SB;FUNDAMENTOS DE FISIOPATOLOGIA PARA ENGENHARIAS II;SB;"Teoria: terça das 21:00 às 23:00, quinzenal I; sexta das 19:00 às 21:00, semanal | Prática: terça das 21:00 às 23:00, quinzenal II";REGINALDO KISHO FUKUCHI;ILKA TIEMY KATO PRATES;Resultados da classificação___.pdf
NA1ESBM007-23SB;FUNDAMENTOS DE SINAIS E SISTEMAS DE TEMPO DISCRETO;SB;Teoria: quinta das 19:00 às 21:00, semanal;ANDERSON GABRIEL SANTIAGO CRAVO;-;Resultados da classificação___.pdf
NA1BCN0402-15SB;FUNÇÕES DE UMA VARIÁVEL;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";NORBERTO ANIBAL MAIDANA;-;Resultados da classificação___.pdf
NA2BCN0402-15SB;FUNÇÕES DE UMA VARIÁVEL;SB;"Teoria: quarta das 19:00 às 21:00, semanal; sexta das 21:00 às 23:00, semanal";FELIPE TAHA SANT'ANA;-;Resultados da classificação___.pdf
